type	date	text	polarity	subjectivity	username	location	lat long formula	geo	follower count	retweets	favorites
At Petsmart	Wed Apr 13 19:43:22 +0000 2016	@PetSmart Why is your in store selection for saltwater/reef aquariums so limited? It's a huge market you neglect. Why?	0.164285714	0.521428571	reefer2012	"Manhattan Beach, CA"	"33.8950839, -118.4000146"	"33.8950839, -118.4000146"	4035	9	0
At Petsmart	Wed Apr 13 19:41:51 +0000 2016	@PetSmart you do? I've asked on Twitter several times why you have such a limited supply for saltwater reef &amp; have never had any reply. Why?	-0.023809524	0.214285714	reefer2012	"Manhattan Beach, CA"	"33.8950839, -118.4000146"	"33.8950839, -118.4000146"	367	0	0
Dog Park	Sat Apr 09 22:45:21 +0000 2016	RT @_LucidHurricane: #Marine Vet Kicked Out of #Dog Park with #ServiceDog https://t.co/V9k6JHzSYd https://t.co/FxCN1ncEtv	0	0	PaulNewell4	"Manhattan Beach, CA"	"33.8950839, -118.4000146"	"33.8950839, -118.4000146"	12815	0	0
Healthy Pet Food	Tue Apr 05 17:45:02 +0000 2016	"Looking for organic pet food, eco-friendly toys and a great groomer?  Look no farther than Healthy Spot.  They'll... https://t.co/LSUtYpLHmk"	0.65	0.625	farmersmarketmb	"Manhattan Beach, CA"	"33.8950839, -118.4000146"	"33.8950839, -118.4000146"	188	0	0
Healthy Pet Food	Tue Apr 05 17:45:02 +0000 2016	"Looking for organic pet food, eco-friendly toys and a great groomer?  Look no farther than Healthy Spot.  They'll... https://t.co/LSUtYpLHmk"	0.65	0.625	farmersmarketmb	"Manhattan Beach, CA"	"33.8950839, -118.4000146"	"33.8950839, -118.4000146"	298	0	0
Healthy Pet Food	Tue Apr 05 17:45:02 +0000 2016	"Looking for organic pet food, eco-friendly toys and a great groomer?  Look no farther than Healthy Spot.  They'll... https://t.co/LSUtYpLHmk"	0.65	0.625	farmersmarketmb	"Manhattan Beach, CA"	"33.8950839, -118.4000146"	"33.8950839, -118.4000146"	337	10319	0
Healthy Pet Food	Tue Apr 05 17:45:02 +0000 2016	"Looking for organic pet food, eco-friendly toys and a great groomer?  Look no farther than Healthy Spot.  They'll... https://t.co/LSUtYpLHmk"	0.65	0.625	farmersmarketmb	"Manhattan Beach, CA"	"33.8950839, -118.4000146"	"33.8950839, -118.4000146"	22	0	0
Dog Image	Fri Apr 08 02:26:10 +0000 2016	RT @SpeakComedy: jake gyllenhaal holding his dog incorrectly https://t.co/J8tzhe0t3k	0	0	JerichoNorman	"La Mirada, CA"	"33.9060971, -118.0107091"	"33.9060971, -118.0107091"	184	0	0
Puppy Image	Mon Apr 11 00:13:42 +0000 2016	So my parents got this little treasure and I'm having serious puppy envy... #corgipup #meetKes https://t.co/7vYphOfP0H	-0.260416667	0.583333333	annakietz	"La Mirada, CA"	"33.9060971, -118.0107091"	"33.9060971, -118.0107091"	3892	0	0
Dog Park	Sat Apr 16 00:19:06 +0000 2016	"Be vewy, vewy quiet. We're hunting gopher.. @ Kiwanis Prairie Dog Park https://t.co/6Al1oPYCdq"	0	0.333333333	jasondclgguy	"Wichita Falls, Texas"	"33.9137085, -98.4933872"	"33.9137085, -98.4933872"		0	
Fromm	Mon Apr 11 00:14:02 +0000 2016	Immature love says: 'I love you because I need you.' Mature love says 'I need you because I love you.' -Erich Fromm	0.42	0.5	quotedefamous	"wichita falls, tx"	"33.9137085, -98.4933872"	"33.9137085, -98.4933872"		1	
Dog Food	Sat Apr 16 00:15:26 +0000 2016	"RT @thereaIbanksy: For every retweet this gets, Pedigree will donate one bowl of dog food to dogs in need! ???? #tweetforbowls https://t.co/0pÉ??"	0	0	whos2010	"Brea, CA"	"33.9170444, -117.8888556"	"33.9170444, -117.8888556"	511	9	0
At Petsmart	Fri Apr 15 22:59:39 +0000 2016	"RT @peta: Dear @PetSmart, these animals don't look safe or healthy. https://t.co/ZzLN38btcG https://t.co/BQqIUsUpHh"	0.5	0.5	CherylDuggan1	Willowbrook IL	"33.9195386, -118.2674353"	"33.9195386, -118.2674353"		51	
At Petsmart	Sun Apr 10 22:04:48 +0000 2016	I just checked in @PetSmart with #mPLUSPlaces Download today!  https://t.co/7VlfAQUvtl	0	0	MiuMiuMei	"Norco, CA."	"33.9323307, -117.55089"	"33.9323307, -117.55089"	16	2	0
Petsmart	Fri Apr 08 02:37:21 +0000 2016	I just checked in @PetSmart with #mPLUSPlaces Download today!  https://t.co/7VlfARc6RV	0	0	MiuMiuMei	"Norco, CA."	"33.9323307, -117.55089"	"33.9323307, -117.55089"	3032	0	0
Petsmart	Sun Apr 10 22:04:48 +0000 2016	I just checked in @PetSmart with #mPLUSPlaces Download today!  https://t.co/7VlfAQUvtl	0	0	MiuMiuMei	"Norco, CA."	"33.9323307, -117.55089"	"33.9323307, -117.55089"	805	1	0
Puppy Image	Sat Apr 16 00:30:57 +0000 2016	RT @BBAnimals: This puppy is just so happy I love it. https://t.co/sNmpUcOQmh	0.65	0.8	divergentpaths	"Moreno Valley, CA"	"33.937517, -117.2305943"	"33.937517, -117.2305943"	552	0	0
At Petsmart	Sat Apr 16 18:57:47 +0000 2016	"I'm at @PetSmart in Norcross, GA https://t.co/LgRyPFCR19"	0	0	justindaigle	"Norcross, GA"	"33.9412127, -84.2135308"	"33.9412127, -84.2135308"	8286	1	0
At Petsmart	Sat Apr 09 22:42:35 +0000 2016	RT @PEOPLEPets: Friday's #cutepic winner @MakeupLove2 earned a prize from @PetSmart! Email editors@peoplepets dot com for details https://tÉ??	0	0	Bucksblondie	"Marietta, GA"	"33.9528472, -84.5496147"	"33.9528472, -84.5496147"	336	0	0
At Petsmart	Thu Apr 14 00:19:05 +0000 2016	DOGS RULE! https://t.co/LP7EVXHpTJ @DoggiePet @PEOPLEPets @people @PuppyLoveDaily @PetSmart @mishkathehusky @_pets__ https://t.co/Opfc6JmKkB	0	0	yourdogworld	"Riverside, CA"	"33.9533546, -117.3961622"	"33.9533546, -117.3961622"	16	790	0
Petsmart	Thu Apr 14 00:19:05 +0000 2016	DOGS RULE! https://t.co/LP7EVXHpTJ @DoggiePet @PEOPLEPets @people @PuppyLoveDaily @PetSmart @mishkathehusky @_pets__ https://t.co/Opfc6JmKkB	0	0	yourdogworld	"Riverside, CA"	"33.9533546, -117.3961622"	"33.9533546, -117.3961622"	366	3	0
Dog Food	Tue Apr 12 00:42:01 +0000 2016	RT @Matmenpodcast: Hey @Arbys that swill you're passing as Greek inspired food is bullshit. It tastes like a dog farted at a funeral in anÉ??	-0.05	0.1	magentatardis	"Athens, GA"	"33.9595974, -83.3766779"	"33.9595974, -83.3766779"	202	0	1
Dog Park	Wed Apr 13 23:07:31 +0000 2016	I got attacked by a dog at the park how was your day ???ü	0	0	TippensBaby	"Athens, GA"	"33.9595974, -83.3766779"	"33.9595974, -83.3766779"	202	0	2
Fromm	Tue Apr 12 00:42:07 +0000 2016	"Jake Fromm ready for G Day... 

https://t.co/ReW50c1V7y"	0.2	0.5	Dawg_Post	"Athens, GA"	"33.9595974, -83.3766779"	"33.9595974, -83.3766779"	1002	4	0
Dog Bed	Sat Apr 09 22:45:00 +0000 2016	"At the zoo earlier, I was saying I wanted an inside goat that slept on a dog bed and M. said that inside goats aren't a thing."	0	0.5	erinaleach	"Athens, Ga."	"33.9595974, -83.3766779"	"33.9595974, -83.3766779"	957	0	1
Petsmart	Tue Apr 12 00:46:13 +0000 2016	"Pet Supplies, Pet Accessories and Many Pet Products | PetSmart https://t.co/RLlCEzlTkV"	0.5	0.5	BigdoggpincL	Inglewood California	"33.9616801, -118.353131"	"33.9616801, -118.353131"	175	0	0
Dog Image	Sat Apr 16 00:32:55 +0000 2016	RT @Beautyofdrawing: How you draw dog from dog ??ê? https://t.co/G4hLUfcJtH	0	0	_Owolf_	"Inglewood, CA"	"33.9616801, -118.353131"	"33.9616801, -118.353131"	175	0	0
Petsmart	Tue Apr 12 00:46:13 +0000 2016	"Pet Supplies, Pet Accessories and Many Pet Products | PetSmart https://t.co/LxRi71XLV4"	0.5	0.5	Bigdoggpinc	"Inglewood,CA"	"33.9616801, -118.353131"	"33.9616801, -118.353131"	173	0	0
Petco	Fri Apr 08 03:13:26 +0000 2016	"@rayutar it's a Kimpton Hotel, you did good. I prefer the Solamar (by Petco stadium). You'll dig the leopard print robe. Ha!"	0.875	0.6	michaelgoss	"Inland Empire, CA"	"33.96491515, -117.675794479338"	"33.96491515, -117.675794479338"	175	0	0
Dog Food	Wed Apr 13 23:54:13 +0000 2016	RT @brawadis: Soooo my mom secretly recorded my dad tryna force my dog to eat his food .. Umm ????????????????????????????????????????????????????????????????????WHY ARE U PREGNANT https://tÉ??	-0.033333333	0.6	cubanvelvet	"Walnut Park, CA"	"33.9675655, -118.2209153"	"33.9675655, -118.2209153"		48	
At Petsmart	Tue Apr 12 21:20:00 +0000 2016	@KamaBosse @PetSmart Baby Emmy is so adorable!	0.625	1	Truffle_Brulee	"Lexington, SC"	"33.9815369, -81.2362106"	"33.9815369, -81.2362106"	181	0	0
Healthy Pet Food	Mon Apr 04 13:29:07 +0000 2016	Enter to win three free vouchers for FreshPet natural pet food! https://t.co/rH6izx82U1	0.441666667	0.533333333	tatzgrrly	"Lexington, SC"	"33.9815369, -81.2362106"	"33.9815369, -81.2362106"	187	0	0
Healthy Pet Food	Mon Apr 04 13:29:07 +0000 2016	Enter to win three free vouchers for FreshPet natural pet food! https://t.co/rH6izx82U1	0.441666667	0.533333333	tatzgrrly	"Lexington, SC"	"33.9815369, -81.2362106"	"33.9815369, -81.2362106"	187	0	0
Healthy Pet Food	Mon Apr 04 13:29:07 +0000 2016	Enter to win three free vouchers for FreshPet natural pet food! https://t.co/rH6izx82U1	0.441666667	0.533333333	tatzgrrly	"Lexington, SC"	"33.9815369, -81.2362106"	"33.9815369, -81.2362106"	187	0	0
Healthy Pet Food	Mon Apr 04 13:29:07 +0000 2016	Enter to win three free vouchers for FreshPet natural pet food! https://t.co/rH6izx82U1	0.441666667	0.533333333	tatzgrrly	"Lexington, SC"	"33.9815369, -81.2362106"	"33.9815369, -81.2362106"	178	0	0
Healthy Pet Food	Mon Apr 04 13:29:07 +0000 2016	Enter to win three free vouchers for FreshPet natural pet food! https://t.co/rH6izx82U1	0.441666667	0.533333333	tatzgrrly	"Lexington, SC"	"33.9815369, -81.2362106"	"33.9815369, -81.2362106"	178	0	0
Healthy Pet Food	Mon Apr 04 13:29:07 +0000 2016	Enter to win three free vouchers for FreshPet natural pet food! https://t.co/rH6izx82U1	0.441666667	0.533333333	tatzgrrly	"Lexington, SC"	"33.9815369, -81.2362106"	"33.9815369, -81.2362106"	83	0	1
Natural Dog Food	Tue Apr 12 18:56:30 +0000 2016	Puppy: AvoDerm premium all natural dry and wet food specifically formulated for puppies. https://t.co/QUVzpml62a #puppy	-0.022222222	0.466666667	TheMrGibs	"Venice Beach, California"	"33.9862012, -118.4739815"	"33.9862012, -118.4739815"		2	
Natural Dog Food	Tue Apr 12 18:56:30 +0000 2016	Puppy: AvoDerm premium all natural dry and wet food specifically formulated for puppies. https://t.co/QUVzpml62a #puppy	-0.022222222	0.466666667	TheMrGibs	"Venice Beach, California"	"33.9862012, -118.4739815"	"33.9862012, -118.4739815"		0	
Natural Dog Food	Tue Apr 12 18:56:30 +0000 2016	Puppy: AvoDerm premium all natural dry and wet food specifically formulated for puppies. https://t.co/QUVzpml62a #puppy	-0.022222222	0.466666667	TheMrGibs	"Venice Beach, California"	"33.9862012, -118.4739815"	"33.9862012, -118.4739815"		19	
Dog Treats	Fri Apr 08 01:30:01 +0000 2016	"If you've debated about ordering treats for your dog(s), please read our reviews and find out what our pet... https://t.co/L0VE53uP9z"	0	0	vettieherrera7	"Chino Hills, CA "	"33.9926803, -117.7600559"	"33.9926803, -117.7600559"	2034	1	0
Blue Buffalo	Fri Apr 08 20:12:13 +0000 2016	She likes Aquafina water and blue buffalo treats	0	0.1	Beautypowers	"Columbia,  SC"	"34.0007493, -81.0343312"	"34.0007493, -81.0343312"	4206	0	0
Blue Buffalo	Fri Apr 08 20:12:13 +0000 2016	She likes Aquafina water and blue buffalo treats	0	0.1	Beautypowers	"Columbia,  SC"	"34.0007493, -81.0343312"	"34.0007493, -81.0343312"	26	0	0
Blue Buffalo	Fri Apr 08 20:12:13 +0000 2016	She likes Aquafina water and blue buffalo treats	0	0.1	Beautypowers	"Columbia,  SC"	"34.0007493, -81.0343312"	"34.0007493, -81.0343312"	654	1	0
Dog Food	Tue Apr 12 23:54:25 +0000 2016	"When I go to feed Raleigh the Lab his one cup of dry dog food, he makes a mad dash for the door like there's a big sale at Macy's."	-0.230555556	0.566666667	karentingen	"Columbia, SC"	"34.0007493, -81.0343312"	"34.0007493, -81.0343312"	92	1	0
Rescue Dog	Fri Apr 08 02:45:06 +0000 2016	"Rescue dog donates blood to save sight of kittens
https://t.co/NYWh0OjRtz https://t.co/ARs1IPIQLS"	0	0	wis10	"Columbia, SC"	"34.0007493, -81.0343312"	"34.0007493, -81.0343312"	226	0	0
Petsmart	Tue Apr 12 00:54:00 +0000 2016	Columbia SC - Retail Associate - Now hiring br br PetSmart is currently accepting applications for Retail Asso... https://t.co/LAUczPeVCR	0	0.4	JobsColumbiaSC	"Columbia, South Carolina"	"34.0007493, -81.0343312"	"34.0007493, -81.0343312"	10	0	0
Petsmart	Tue Apr 12 23:36:27 +0000 2016	"$30 to Spend at Google Express only $12.00 É?? Delivers WalgreenÉ??s, Ulta Beauty, PetSmart, and ... https://t.co/tXfWQPiwdu"	0	1	BIGTSR	"COLUMBIA,SC"	"34.0007493, -81.0343312"	"34.0007493, -81.0343312"	7	0	1
Petsmart	Tue Apr 12 23:07:31 +0000 2016	"$30 to Spend at Google Express only $12.00 É?? Delivers WalgreenÉ??s, Ulta Beauty, PetSmart, and ... https://t.co/a2l7jpTsWf"	0	1	BIGTSR	"COLUMBIA,SC"	"34.0007493, -81.0343312"	"34.0007493, -81.0343312"	7857	5	0
At Petsmart	Sun Apr 10 23:41:53 +0000 2016	@PetSmart so excited. Valentine had puppy class w/trainer Jerome. Can't wait for obedience classes. #gooddog https://t.co/aHsZ9G3fSp	0.375	0.75	heybabysmile	"West Columbia, S.C."	"34.001143, -81.0630526139516"	"34.001143, -81.0630526139516"		37	
Petsmart	Sun Apr 10 23:41:53 +0000 2016	@PetSmart so excited. Valentine had puppy class w/trainer Jerome. Can't wait for obedience classes. #gooddog https://t.co/aHsZ9G3fSp	0.375	0.75	heybabysmile	"West Columbia, S.C."	"34.001143, -81.0630526139516"	"34.001143, -81.0630526139516"		16	
At Petco	Fri Apr 08 23:34:24 +0000 2016	RT @TNProverbs1210: Why should come to adoption day @Petco?You might meet the love of your life. #underdog2wonderdog #undercat2wondercat htÉ??	0.5	0.6	JuliaHudson84	TN	"34.00353685, 9.36077214013382"	"34.00353685, 9.36077214013382"	13	0	0
At Petco	Fri Apr 08 23:34:23 +0000 2016	RT @TNProverbs1210: Join us @Petco Bellevue for adoption day tomorrow. Here are some of the faces you may see. https://t.co/OeELhWW5TP	0	0	JuliaHudson84	TN	"34.00353685, 9.36077214013382"	"34.00353685, 9.36077214013382"	13	0	0
Dog Food	Fri Apr 08 23:30:27 +0000 2016	Warning! Popular Dog Food Brand Has Poisoned &amp; Killed Thousands of Dogs https://t.co/Sf0to61BE9	0.6	0.9	Tracys_Trends	TN	"34.00353685, 9.36077214013382"	"34.00353685, 9.36077214013382"	13	0	0
Petco	Fri Apr 08 23:34:24 +0000 2016	RT @TNProverbs1210: Why should come to adoption day @Petco?You might meet the love of your life. #underdog2wonderdog #undercat2wondercat htÉ??	0.5	0.6	JuliaHudson84	TN	"34.00353685, 9.36077214013382"	"34.00353685, 9.36077214013382"	76	0	0
Petco	Fri Apr 08 23:34:23 +0000 2016	RT @TNProverbs1210: Join us @Petco Bellevue for adoption day tomorrow. Here are some of the faces you may see. https://t.co/OeELhWW5TP	0	0	JuliaHudson84	TN	"34.00353685, 9.36077214013382"	"34.00353685, 9.36077214013382"	346	0	1
Rescue Dog	Sat Apr 09 23:08:32 +0000 2016	Retired Military Dog Reunited with Handler after Dramatic Series of Events | The Animal Rescue Site Blog https://t.co/Hp1qzF4GXZ	-0.266666667	0.35	EABL	TN	"34.00353685, 9.36077214013382"	"34.00353685, 9.36077214013382"	3076	2	0
Puppy Image	Wed Apr 13 00:12:33 +0000 2016	im a puppy??ê? https://t.co/TAH4FkkhX4	0	0	kiittyk8	"Chino, CA"	"34.0133561, -117.6900749"	"34.0133561, -117.6900749"	1286	0	9
Blue Buffalo	Thu Apr 07 23:27:38 +0000 2016	Blue Buffalo Wilderness Chicken &amp; Salmon Grain Free Cat Treats 2?ˇoz https://t.co/C467edSNxs https://t.co/IXoeKcediW	-0.066666667	0.616666667	sishropshire	"Gadsden, AL"	"34.0143796, -86.0066682"	"34.0143796, -86.0066682"	444	0	0
Blue Buffalo	Thu Apr 07 23:23:57 +0000 2016	We just added a new product to Suszys Pet Shop https://t.co/C467edBc8S	0.136363636	0.454545455	sishropshire	"Gadsden, AL"	"34.0143796, -86.0066682"	"34.0143796, -86.0066682"	13	0	0
Blue Buffalo	Thu Apr 07 23:27:38 +0000 2016	Blue Buffalo Wilderness Chicken &amp; Salmon Grain Free Cat Treats 2?ˇoz https://t.co/C467edSNxs https://t.co/IXoeKcediW	-0.066666667	0.616666667	sishropshire	"Gadsden, AL"	"34.0143796, -86.0066682"	"34.0143796, -86.0066682"	30	6	0
Blue Buffalo	Thu Apr 07 23:23:57 +0000 2016	We just added a new product to Suszys Pet Shop https://t.co/C467edBc8S	0.136363636	0.454545455	sishropshire	"Gadsden, AL"	"34.0143796, -86.0066682"	"34.0143796, -86.0066682"	118	0	1
Natural Dog Food	Wed Apr 06 21:21:57 +0000 2016	"Wellness Complete Health Lamb &amp; Barley Natural Dry Dog Food, 30-Pound?ˇBag https://t.co/AkqLgHAf1S"	0.044444444	0.466666667	sishropshire	"Gadsden, AL"	"34.0143796, -86.0066682"	"34.0143796, -86.0066682"	534	6	0
Natural Dog Food	Wed Apr 06 21:21:38 +0000 2016	We just added a new product to Suszys Pet Shop https://t.co/AkqLgHAf1S	0.136363636	0.454545455	sishropshire	"Gadsden, AL"	"34.0143796, -86.0066682"	"34.0143796, -86.0066682"	56	6	0
Natural Dog Food	Wed Apr 06 21:21:57 +0000 2016	"Wellness Complete Health Lamb &amp; Barley Natural Dry Dog Food, 30-Pound?ˇBag https://t.co/AkqLgHAf1S"	0.044444444	0.466666667	sishropshire	"Gadsden, AL"	"34.0143796, -86.0066682"	"34.0143796, -86.0066682"	29682	8	0
Natural Dog Food	Wed Apr 06 21:21:38 +0000 2016	We just added a new product to Suszys Pet Shop https://t.co/AkqLgHAf1S	0.136363636	0.454545455	sishropshire	"Gadsden, AL"	"34.0143796, -86.0066682"	"34.0143796, -86.0066682"	101	8	0
Natural Dog Food	Sun Apr 10 22:21:12 +0000 2016	"Wellness TruFood Baked Blends Grain Free Salmon, Turkey &amp; Flaxseed Natural Raw Dry DogÉ?? https://t.co/Ue031ZQCvx https://t.co/99Cf6AuEy4"	0.050641026	0.565384615	sishropshire	"Gadsden, AL"	"34.0143796, -86.0066682"	"34.0143796, -86.0066682"	26	8	0
Natural Dog Food	Sun Apr 10 22:20:56 +0000 2016	We just added a new product to Suszys Pet Shop https://t.co/Ue031ZQCvx	0.136363636	0.454545455	sishropshire	"Gadsden, AL"	"34.0143796, -86.0066682"	"34.0143796, -86.0066682"	21	8	0
Natural Dog Food	Sun Apr 10 22:21:12 +0000 2016	"Wellness TruFood Baked Blends Grain Free Salmon, Turkey &amp; Flaxseed Natural Raw Dry DogÉ?? https://t.co/Ue031ZQCvx https://t.co/99Cf6AuEy4"	0.050641026	0.565384615	sishropshire	"Gadsden, AL"	"34.0143796, -86.0066682"	"34.0143796, -86.0066682"	36	8	0
Natural Dog Food	Sun Apr 10 22:20:56 +0000 2016	We just added a new product to Suszys Pet Shop https://t.co/Ue031ZQCvx	0.136363636	0.454545455	sishropshire	"Gadsden, AL"	"34.0143796, -86.0066682"	"34.0143796, -86.0066682"	72	8	0
Natural Dog Food	Sun Apr 10 22:21:12 +0000 2016	"Wellness TruFood Baked Blends Grain Free Salmon, Turkey &amp; Flaxseed Natural Raw Dry DogÉ?? https://t.co/Ue031ZQCvx https://t.co/99Cf6AuEy4"	0.050641026	0.565384615	sishropshire	"Gadsden, AL"	"34.0143796, -86.0066682"	"34.0143796, -86.0066682"	55	8	0
Natural Dog Food	Sun Apr 10 22:20:56 +0000 2016	We just added a new product to Suszys Pet Shop https://t.co/Ue031ZQCvx	0.136363636	0.454545455	sishropshire	"Gadsden, AL"	"34.0143796, -86.0066682"	"34.0143796, -86.0066682"	5	8	0
Natural Dog Food	Sun Apr 10 22:21:12 +0000 2016	"Wellness TruFood Baked Blends Grain Free Salmon, Turkey &amp; Flaxseed Natural Raw Dry DogÉ?? https://t.co/Ue031ZQCvx https://t.co/99Cf6AuEy4"	0.050641026	0.565384615	sishropshire	"Gadsden, AL"	"34.0143796, -86.0066682"	"34.0143796, -86.0066682"	65	8	19
Natural Dog Food	Sun Apr 10 22:20:56 +0000 2016	We just added a new product to Suszys Pet Shop https://t.co/Ue031ZQCvx	0.136363636	0.454545455	sishropshire	"Gadsden, AL"	"34.0143796, -86.0066682"	"34.0143796, -86.0066682"	21	0	0
Pet Food	Sun Apr 10 22:21:06 +0000 2016	We just added a new product to Suszys Pet Shop https://t.co/jbFtvDxMQT	0.136363636	0.454545455	sishropshire	"Gadsden, AL"	"34.0143796, -86.0066682"	"34.0143796, -86.0066682"	481	0	0
Pet Food	Sun Apr 10 22:20:56 +0000 2016	We just added a new product to Suszys Pet Shop https://t.co/Ue031ZQCvx	0.136363636	0.454545455	sishropshire	"Gadsden, AL"	"34.0143796, -86.0066682"	"34.0143796, -86.0066682"	373	0	1
Natural Pet Food	Sun Apr 10 22:20:56 +0000 2016	We just added a new product to Suszys Pet Shop https://t.co/Ue031ZQCvx	0.136363636	0.454545455	sishropshire	"Gadsden, AL"	"34.0143796, -86.0066682"	"34.0143796, -86.0066682"	635	33	0
Natural Pet Food	Sun Apr 10 22:20:56 +0000 2016	We just added a new product to Suszys Pet Shop https://t.co/Ue031ZQCvx	0.136363636	0.454545455	sishropshire	"Gadsden, AL"	"34.0143796, -86.0066682"	"34.0143796, -86.0066682"	40	0	0
Natural Pet Food	Sun Apr 10 22:20:56 +0000 2016	We just added a new product to Suszys Pet Shop https://t.co/Ue031ZQCvx	0.136363636	0.454545455	sishropshire	"Gadsden, AL"	"34.0143796, -86.0066682"	"34.0143796, -86.0066682"	276	33	0
Natural Pet Food	Sun Apr 10 22:20:56 +0000 2016	We just added a new product to Suszys Pet Shop https://t.co/Ue031ZQCvx	0.136363636	0.454545455	sishropshire	"Gadsden, AL"	"34.0143796, -86.0066682"	"34.0143796, -86.0066682"	158	33	0
At Petsmart	Sat Apr 16 18:50:07 +0000 2016	U can support @westvanbcspca too by joining our movement. Find your nearest @PetSmart! https://t.co/DknBsBcdib https://t.co/sdaK5ncZxm	0	0	DogforDog	Santa Monica	"34.0195598, -118.4869738"	"34.0195598, -118.4869738"	36	0	0
Petco	Sat Apr 09 23:06:31 +0000 2016	When do we go back to Petco??	0	0	laurensybil	Santa Monica	"34.0195598, -118.4869738"	"34.0195598, -118.4869738"	1623	1	8
Dog Food	Thu Apr 14 00:20:49 +0000 2016	RT @brawadis: Soooo my mom secretly recorded my dad tryna force my dog to eat his food .. Umm ????????????????????????????????????????????????????????????????????WHY ARE U PREGNANT https://tÉ??	-0.033333333	0.6	swedesteed	"Culver City, CA"	"34.0211224, -118.3964664"	"34.0211224, -118.3964664"	393	0	0
